date,net_pnl
2010-05-28,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-07,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-11,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,0.0
2010-07-06,0.0
2010-07-07,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,0.0
2010-07-15,0.0
2010-07-16,0.0
2010-07-19,0.0
2010-07-20,0.0
2010-07-21,0.0
2010-07-22,0.0
2010-07-23,0.0
2010-07-26,0.0
2010-07-27,0.0
2010-07-28,0.0
2010-07-29,0.0
2010-07-30,0.0
2010-08-02,0.0
2010-08-03,0.0
2010-08-04,0.0
2010-08-05,0.0
2010-08-06,0.0
2010-08-09,0.0
2010-08-10,0.0
2010-08-11,0.0
2010-08-12,0.0
2010-08-13,0.0
2010-08-16,0.0
2010-08-17,0.0
2010-08-18,0.0
2010-08-19,0.0
2010-08-20,0.0
2010-08-23,0.0
2010-08-24,0.0
2010-08-25,0.0
2010-08-26,0.0
2010-08-27,0.0
2010-08-30,0.0
2010-08-31,0.0
2010-09-01,0.0
2010-09-02,0.0
2010-09-03,0.0
2010-09-07,0.0
2010-09-08,0.0
2010-09-09,0.0
2010-09-10,0.0
2010-09-13,0.0
2010-09-14,0.0
2010-09-15,0.0
2010-09-16,0.0
2010-09-17,0.0
2010-09-20,0.0
2010-09-21,0.0
2010-09-22,0.0
2010-09-23,0.0
2010-09-24,0.0
2010-09-27,0.0
2010-09-28,0.0
2010-09-29,0.0
2010-09-30,0.0
2010-10-01,0.0
2010-10-04,0.0
2010-10-05,0.0
2010-10-06,0.0
2010-10-07,0.0
2010-10-08,0.0
2010-10-11,0.0
2010-10-12,0.0
2010-10-13,0.0
2010-10-14,0.0
2010-10-15,0.0
2010-10-18,-0.008187765454559667
2010-10-19,0.001509460284258617
2010-10-20,0.002087714533805434
2010-10-21,0.00023014594389672476
2010-10-22,0.0017115744329334204
2010-10-25,-0.0022168682957388343
2010-10-26,-0.0008514778049053161
2010-10-27,0.003463291905307147
2010-10-28,-0.00033524688422100315
2010-10-29,-0.00011333027988628779
2010-11-01,0.0035508078561907967
2010-11-02,0.0016120207089727059
2010-11-03,0.004921833325399417
2010-11-04,0.00031275070712110796
2010-11-05,-0.0023681065300571722
2010-11-08,0.003940274116228411
2010-11-09,0.0007469238306521424
2010-11-10,-0.005812344519220025
2010-11-11,-0.0025108165940783355
2010-11-12,0.0025401394996076364
2010-11-15,-0.004469221771644454
2010-11-16,0.00019595216932648558
2010-11-17,0.004900893480759594
2010-11-18,-0.0015043208278192764
2010-11-19,-0.0021838511396204342
2010-11-22,-0.005745042137445937
2010-11-23,0.005420425683294524
2010-11-24,-0.0030557335070239547
2010-11-26,-0.0011191133334719592
2010-11-29,-0.005847124361006322
2010-11-30,0.009228605946943455
2010-12-01,0.002393633382623679
2010-12-02,-0.003188310363104538
2010-12-03,0.0015226147255390956
2010-12-06,0.00761678707230693
2010-12-07,0.0008901713216660027
2010-12-08,0.0010467257476919484
2010-12-09,0.0017091879600124177
2010-12-10,0.0030946659559805824
2010-12-13,0.0032261128420505796
2010-12-14,-0.0004467717638661136
2010-12-15,0.001735484819199698
2010-12-16,0.0012919064475277824
2010-12-17,-0.0005448476425907485
2010-12-20,0.002466165081313427
2010-12-21,-0.00011985029369109705
2010-12-22,-0.002179730628014229
2010-12-23,-0.0017163109733406932
2010-12-27,-0.00018784760939833685
2010-12-28,0.0007092299511806923
2010-12-29,-0.0004609492647453115
2010-12-30,-0.0008523220374300175
2010-12-31,0.0066526687431378495
2011-01-03,0.0023112857907384796
2011-01-04,-0.002633272668840809
2011-01-05,0.00590750841983208
2011-01-06,6.767634602617773e-05
2011-01-07,0.0018902745365240816
2011-01-10,0.00034436483237321023
2011-01-11,0.004255212035930143
2011-01-12,0.005515609708406054
2011-01-13,0.001604520516219486
2011-01-14,-0.01098475550667051
2011-01-18,0.004184105948741611
2011-01-19,-0.0023824942788387223
2011-01-20,0.009813788157039849
2011-01-21,0.0012381046075867568
2011-01-24,-0.0035495734918826825
2011-01-25,0.0022225346112795833
2011-01-26,0.005464234304303953
2011-01-27,0.003776394607363574
2011-01-28,0.0015748060848844196
2011-01-31,0.005412383678601143
2011-02-01,-0.0019343125420370065
2011-02-02,0.00046192317122789844
2011-02-03,0.001458097067452993
2011-02-04,0.002143288690726229
2011-02-07,0.0006862189205495393
2011-02-08,-0.002635867121051751
2011-02-09,-0.005650026562489888
2011-02-10,-0.0025120213444780838
2011-02-11,0.0019699440804074246
2011-02-14,-0.002338446447789679
2011-02-15,0.0034360805125179007
2011-02-16,-0.004079220528130303
2011-02-17,0.0015605048526791544
2011-02-18,-0.014464271116994358
2011-02-22,0.0004526706946615372
2011-02-23,0.003897007835109166
2011-02-24,0.006828295520225761
2011-02-25,0.004449763168359259
2011-02-28,0.00489641205394217
2011-03-01,-0.0005954009028362381
2011-03-02,0.00801271178727884
2011-03-03,0.0014789500351596232
2011-03-04,0.0009432590643573296
2011-03-07,0.0009543603988604057
2011-03-08,-0.0024988416466538133
2011-03-09,-0.010915622893053022
2011-03-10,-0.004152060222802361
2011-03-11,0.0015386668987085747
2011-03-14,-0.015313892313680012
2011-03-15,-0.004132628041251844
2011-03-16,0.009771799651525344
2011-03-17,0.007456010246441932
2011-03-18,0.012024598363207208
2011-03-21,-0.0013132503276687955
2011-03-22,-0.0012370535357140253
2011-03-23,0.012301951651614686
2011-03-24,0.0023943393963603947
2011-03-25,0.004288335623441984
2011-03-28,-0.0020009340781280823
2011-03-29,0.005320695300787069
2011-03-30,0.0007675997768204468
2011-03-31,0.005154280313520086
2011-04-01,0.0008712114987259303
2011-04-04,0.002671433202962524
2011-04-05,0.008376400529173395
2011-04-06,0.0005359086399503714
2011-04-07,0.004582789910341882
2011-04-08,-0.0013880039603265844
2011-04-11,-0.007571968603953422
2011-04-12,0.009629868073195153
2011-04-13,-0.006606442041140611
2011-04-14,-0.005850650924011898
2011-04-15,-0.011487333178186968
2011-04-18,0.001819492235540863
2011-04-19,0.019881658481380182
2011-04-20,0.009356506980376343
2011-04-21,-0.0017760094455828508
2011-04-25,0.003953801495935193
2011-04-26,0.0028445707799261413
2011-04-27,-0.00338755427893316
2011-04-28,-0.0007616925026896167
2011-04-29,0.0038358848739214442
2011-05-02,-0.0015235758846829572
2011-05-03,-0.000563578249476013
2011-05-04,-0.002107486782917924
2011-05-05,0.010435157363967752
2011-05-06,1.5191895754509694e-05
2011-05-09,0.0014764968211992053
2011-05-10,-0.0005033540105036736
2011-05-11,-0.0023256354875137754
2011-05-12,-0.006040215190226903
2011-05-13,-0.0019981972698124273
2011-05-16,-0.002303906976083034
2011-05-17,0.0
2011-05-18,0.0
2011-05-19,0.0
2011-05-20,-0.012133848230601995
2011-05-23,0.004210752770658931
2011-05-24,0.0024820012656220566
2011-05-25,-0.001342799056665775
2011-05-26,0.0016121103989122946
2011-05-27,0.009139546148450752
2011-05-31,-0.0026342045130210634
2011-06-01,0.0018286790116731982
2011-06-02,-0.0030340771835444787
2011-06-03,-7.893307671251486e-05
2011-06-06,0.002521943676764038
2011-06-07,-0.000600869503331569
2011-06-08,0.001226262088962393
2011-06-09,-0.0023213575675233634
2011-06-10,0.0010075082324329633
2011-06-13,0.004957598305917333
2011-06-14,-0.004768487256078302
2011-06-15,0.0009980540582842415
2011-06-16,0.002085394832129408
2011-06-17,-8.627895387859132e-05
2011-06-20,0.0018895493042029668
2011-06-21,-0.002326077896148233
2011-06-22,-0.002677265828790101
2011-06-23,-0.0009540603535962554
2011-06-24,0.0005848257929184442
2011-06-27,0.0021372379591357536
2011-06-28,0.0023390278320008042
2011-06-29,0.0013738086557511455
2011-06-30,2.714728457781543e-05
2011-07-01,0.0004202609357199716
2011-07-05,-0.0012551680314327694
2011-07-06,0.0019506923083331845
2011-07-07,-0.0025066118687917813
2011-07-08,-0.005196713528521475
2011-07-11,-0.000884807731636852
2011-07-12,0.001989184152508825
2011-07-13,0.00045141913649771525
2011-07-14,0.003063382834197837
2011-07-15,-0.0026914909427366183
2011-07-18,0.004849337146584177
2011-07-19,0.005581260457546131
2011-07-20,0.00014844907048848133
2011-07-21,0.00014487791198682947
2011-07-22,-0.0038146217163798467
2011-07-25,0.0005021230857537586
2011-07-26,-0.0016351063089415515
2011-07-27,-0.0002564024417979492
2011-07-28,-0.005484821859523021
2011-07-29,0.007693318200739708
2011-08-01,-0.0024116501291886025
2011-08-02,0.0
2011-08-03,0.0
2011-08-04,0.0
2011-08-05,0.0
2011-08-08,0.0
2011-08-09,0.0
2011-08-10,0.0
2011-08-11,0.0
2011-08-12,0.0
2011-08-15,0.0
2011-08-16,0.0
2011-08-17,0.0
2011-08-18,0.0
2011-08-19,0.0
2011-08-22,0.0
2011-08-23,0.0
2011-08-24,0.0
2011-08-25,0.0
2011-08-26,0.0
2011-08-29,0.0
2011-08-30,0.0
2011-08-31,0.0
2011-09-01,0.0
2011-09-02,0.0
2011-09-06,0.0
2011-09-07,0.0
2011-09-08,0.0
2011-09-09,0.0
2011-09-12,0.0
2011-09-13,0.0
2011-09-14,0.0
2011-09-15,0.0
2011-09-16,0.0
2011-09-19,0.0
2011-09-20,0.0
2011-09-21,0.0
2011-09-22,0.0
2011-09-23,0.0
2011-09-26,0.0
2011-09-27,0.0
2011-09-28,0.0
2011-09-29,0.0
2011-09-30,0.0
2011-10-03,0.0
2011-10-04,0.0
2011-10-05,0.0
2011-10-06,0.0
2011-10-07,0.0
2011-10-10,0.0
2011-10-11,0.0
2011-10-12,0.0
2011-10-13,0.0
2011-10-14,0.0
2011-10-17,0.0
2011-10-18,0.0
2011-10-19,0.0
2011-10-20,0.0
2011-10-21,0.0
2011-10-24,0.0
2011-10-25,0.0
2011-10-26,0.0
2011-10-27,-0.002309037639489582
2011-10-28,-0.0047524847867938605
2011-10-31,0.0
2011-11-01,0.0
2011-11-02,0.0
2011-11-03,0.0
2011-11-04,0.0
2011-11-07,0.0
2011-11-08,-0.010558771886118246
2011-11-09,0.0
2011-11-10,0.0
2011-11-11,-0.0030532386347967735
2011-11-14,0.0
2011-11-15,0.0
2011-11-16,0.0
2011-11-17,0.0
2011-11-18,0.0
2011-11-21,0.0
2011-11-22,0.0
2011-11-23,0.0
2011-11-25,0.0
2011-11-28,0.0
2011-11-29,0.0
2011-11-30,0.0
2011-12-01,0.0
2011-12-02,0.0
2011-12-05,-0.002637495100958327
2011-12-06,-0.0019089055010532263
2011-12-07,-0.011523251506486943
2011-12-08,0.0
2011-12-09,0.0
2011-12-12,0.0
2011-12-13,0.0
2011-12-14,0.0
2011-12-15,0.0
2011-12-16,0.0
2011-12-19,0.0
2011-12-20,0.0
2011-12-21,0.0
2011-12-22,0.0015120874764356863
2011-12-23,-0.0017489914212872647
2011-12-27,0.0013926526889566488
2011-12-28,0.0014395919443411787
2011-12-29,-0.0016693911624003064
2011-12-30,0.007128759547774233
2012-01-03,-0.00093412910987392
2012-01-04,-0.0005171145030630585
2012-01-05,-0.0002116133330211988
2012-01-06,3.8440681913154596e-05
2012-01-09,0.004826895611408345
2012-01-10,-0.002966376243915274
2012-01-11,0.0024794292473971427
2012-01-12,-0.0019339046874639653
2012-01-13,0.0030807531137764473
2012-01-17,0.0015749413469248964
2012-01-18,0.0026753505862182865
2012-01-19,-0.007335895044102967
2012-01-20,0.0006648548347902363
2012-01-23,-0.0034251812462207146
2012-01-24,0.011188822951210438
2012-01-25,8.155779158827388e-06
2012-01-26,-0.004497982920464114
2012-01-27,-0.006297597194551017
2012-01-30,0.004027470264241742
2012-01-31,0.006699884789022362
2012-02-01,0.0015828162178046373
2012-02-02,0.007570312936798868
2012-02-03,-0.006787450049848179
2012-02-06,0.0001744119604113117
2012-02-07,0.0007678367905966702
2012-02-08,0.004027267156046582
2012-02-09,-0.00954696814017641
2012-02-10,0.012265966060832887
2012-02-13,-0.0005995049463006327
2012-02-14,0.006087169696547723
2012-02-15,-0.0070065736245184425
2012-02-16,-0.00039910804848959327
2012-02-17,0.0006349468838066203
2012-02-21,-0.0024424301806313165
2012-02-22,-0.002596043158190142
2012-02-23,0.004051273636469721
2012-02-24,-0.0013694011087742371
2012-02-27,0.0030235143995352215
2012-02-28,0.0035398262508613996
2012-02-29,0.006312928991412693
2012-03-01,-0.0015994133072330548
2012-03-02,-0.004402643270446405
2012-03-05,-0.015583686766917433
2012-03-06,0.0056928089808792985
2012-03-07,0.005822337194595534
2012-03-08,0.0030095606212325434
2012-03-09,-0.0009200423223134741
2012-03-12,0.008914661205051917
2012-03-13,0.0027620068857460833
2012-03-14,0.006176644628478073
2012-03-15,0.0005672348263479222
2012-03-16,0.0016048031058004167
2012-03-19,-0.005648372812352138
2012-03-20,0.004139362032630539
2012-03-21,-0.00536802429455407
2012-03-22,-0.00177223159551287
2012-03-23,0.008356153390052641
2012-03-26,0.00016731324158074699
2012-03-27,0.0004114356558195702
2012-03-28,-0.005091248466923371
2012-03-29,0.0057679549849138706
2012-03-30,0.0003795200826791527
2012-04-02,-0.0008485739012190849
2012-04-03,-0.01801632666061024
2012-04-04,-0.0027096600043433052
2012-04-05,-0.013698716749069327
2012-04-09,-0.0006986351228639395
2012-04-10,0.0
2012-04-11,0.0
2012-04-12,0.0
2012-04-13,0.004282185304726087
2012-04-16,0.004747469062606684
2012-04-17,-0.005336814740881226
2012-04-18,-0.0011005333007998348
2012-04-19,0.004824419005637702
2012-04-20,-0.008132583616648224
2012-04-23,0.0007338849882186208
2012-04-24,0.005785932322327488
2012-04-25,0.0007137246090768516
2012-04-26,6.056460429046092e-05
2012-04-27,-0.0025358914898152315
2012-04-30,-0.0004005072005042607
2012-05-01,-0.0038111913137266113
2012-05-02,0.00025075716802683626
2012-05-03,-0.005500028895881352
2012-05-04,-0.002324508619118626
2012-05-07,-0.004079112325872385
2012-05-08,-0.005669477863959243
2012-05-09,0.008148425999480076
2012-05-10,-0.004682806263573818
2012-05-11,-0.006898442285588729
2012-05-14,0.0016292626604513362
2012-05-15,0.0025481744583097537
2012-05-16,0.0009919007297900606
2012-05-17,0.0007529591471162258
2012-05-18,-0.00048517169451335547
2012-05-21,-0.00014277263305399128
2012-05-22,-0.0022050449758922474
2012-05-23,0.0008180912684592536
2012-05-24,-0.0004410109309417096
2012-05-25,0.005409791692637315
2012-05-29,-0.007970456660334656
2012-05-30,0.0002771123610117045
2012-05-31,-0.007324708836850454
2012-06-01,0.0008499443936600938
2012-06-04,-0.0011404189900598794
2012-06-05,0.0028082436899157996
2012-06-06,0.0029439431087065018
2012-06-07,-0.00225642656573682
2012-06-08,0.0021884130168359755
2012-06-11,0.0016172682789936978
2012-06-12,-0.0009712706248620259
2012-06-13,0.0003896133702807149
2012-06-14,0.0009174520649315765
2012-06-15,-0.001005410184612938
2012-06-18,0.001563600487762873
2012-06-19,0.0050136753805921095
2012-06-20,0.00019817038816412084
2012-06-21,0.002118751547338871
2012-06-22,-0.005397524446471341
2012-06-25,-0.002662164892516001
2012-06-26,0.0017477712058220176
2012-06-27,-0.00270501895971041
2012-06-28,0.009836718275276705
2012-06-29,0.0018155581916840262
2012-07-02,-6.162251805902355e-05
2012-07-03,-0.0031264767225907034
2012-07-05,-0.004843726815206203
2012-07-06,-0.0015614093201235832
2012-07-09,0.00039992200957662545
2012-07-10,-0.00013711472125695211
2012-07-11,-0.002856774848761585
2012-07-12,0.0016542928177437056
2012-07-13,-0.00011173507481431417
2012-07-16,-0.0008780574682558618
2012-07-17,-0.006395920128043294
2012-07-18,0.005486879816004065
2012-07-19,-0.00023423966743298924
2012-07-20,-0.011484785657831682
2012-07-23,0.0008926568376262158
2012-07-24,-0.005095644454888681
2012-07-25,0.005603687159640551
2012-07-26,0.004468089580948505
2012-07-27,0.0005584404606780295
2012-07-30,0.0018278850785483152
2012-07-31,0.0023292269873004218
2012-08-01,-0.005329189669531269
2012-08-02,0.008690047240224348
2012-08-03,0.0012537414656223224
2012-08-06,0.0008152003839066626
2012-08-07,-0.0026483322480826653
2012-08-08,-0.001231034118922516
2012-08-09,-0.0005494680333199017
2012-08-10,5.178903768717581e-05
2012-08-13,0.0032233567133238133
2012-08-14,-0.0010077910309028801
2012-08-15,0.0025967990821578546
2012-08-16,0.002670845473515041
2012-08-17,-0.0006732954403882416
2012-08-20,0.0015452153409002997
2012-08-21,-0.0037473148284756317
2012-08-22,-0.0026093576545290743
2012-08-23,-0.0011270966462576834
2012-08-24,0.0021229933711241957
2012-08-27,-0.0020158341272582844
2012-08-28,-9.24511670023808e-06
2012-08-29,-0.0029791364887673615
2012-08-30,0.004800736892549021
2012-08-31,-0.00426639666982128
2012-09-04,-0.0024522644695722786
2012-09-05,0.00410168000825066
2012-09-06,-0.0004898348489272217
2012-09-07,-0.0006237647617780824
2012-09-10,-4.806566814753862e-05
2012-09-11,0.002371377115819835
2012-09-12,0.0016647924503588388
2012-09-13,0.0033259275864559747
2012-09-14,0.00035385476893232256
2012-09-17,-0.0023259390116291386
2012-09-18,-0.0018979073608434956
2012-09-19,-0.004777947543703806
2012-09-20,0.0027471105403299003
2012-09-21,-0.005476908828633436
2012-09-24,0.0008479803906865716
2012-09-25,-0.0013134013685309751
2012-09-26,0.0019110101270119477
2012-09-27,-0.002483586577465484
2012-09-28,0.0016983090060241903
2012-10-01,0.0021626372146175805
2012-10-02,0.0010153606114474026
2012-10-03,-0.00010006758602271164
2012-10-04,0.0019085380573799118
2012-10-05,-0.005229892070261533
2012-10-08,-0.0007506426840003642
2012-10-09,-0.00013801853093105648
2012-10-10,0.0030424503809641837
2012-10-11,0.0007719619199374518
2012-10-12,0.0007198875428777664
2012-10-15,0.00036262204314056377
2012-10-16,-0.001304442453844008
2012-10-17,-0.0018322103395217626
2012-10-18,-0.002162219395669276
2012-10-19,0.0003887979164439815
2012-10-22,-0.0025287245168648755
2012-10-23,0.003376777271404854
2012-10-24,0.0006506030125100493
2012-10-25,-9.802925494566177e-05
2012-10-26,-0.0017123682111056394
2012-10-31,0.00156440079830503
2012-11-01,0.0005989929618569568
2012-11-02,0.00037919143434594026
2012-11-05,-0.0027147227118673144
2012-11-06,-0.004049873266290278
2012-11-07,-0.0015748837074863163
2012-11-08,-0.0019136624614245789
2012-11-09,0.0006935020371874502
2012-11-12,-0.0010126305192872432
2012-11-13,0.0014599155646425246
2012-11-14,0.0
2012-11-15,0.0
2012-11-16,0.0
2012-11-19,-0.0011467203466112542
2012-11-20,-0.0016942805552556696
2012-11-21,0.004217122705231988
2012-11-23,-0.000383055399572354
2012-11-26,0.0008021484794220026
2012-11-27,-0.0014644573819545337
2012-11-28,0.002199050934003304
2012-11-29,-0.0006154273053194714
2012-11-30,0.0021623870273577376
2012-12-03,-0.0020417665960216548
2012-12-04,0.0010828201037549668
2012-12-05,0.0002908080843818196
2012-12-06,0.00027741334869974443
2012-12-07,0.0004022698232608569
2012-12-10,0.002585069092851194
2012-12-11,0.0020895976592642082
2012-12-12,0.003560882371410135
2012-12-13,0.0009862127219270427
2012-12-14,4.896162979656693e-05
2012-12-17,-0.0010044090762464596
2012-12-18,0.0008829513773257362
2012-12-19,-4.5207532085678024e-05
2012-12-20,-0.010934307334651552
2012-12-21,-0.0018720140050074783
2012-12-24,-0.0011369478316026436
2012-12-26,-0.00027733649792516463
2012-12-27,0.0
2012-12-28,0.0
2012-12-31,0.014892456980054258
2013-01-02,0.0006533163364853703
2013-01-03,0.0014896978043589962
2013-01-04,0.0011301384972138132
2013-01-07,-0.00014214099027567414
2013-01-08,0.0023205348445935804
2013-01-09,0.004170912991955601
2013-01-10,0.0003921002866888346
2013-01-11,-0.0025644252180724125
2013-01-14,-0.004018191258626607
2013-01-15,-0.0008933046323758019
2013-01-16,0.0017595977250104422
2013-01-17,-0.0003609804793337053
2013-01-18,-0.000563158948826725
2013-01-22,0.006200288270394468
2013-01-23,-0.005743880662876936
2013-01-24,-0.00021930611979202182
2013-01-25,-0.0001279897257797355
2013-01-28,7.181991617532643e-05
2013-01-29,-0.000508257462111905
2013-01-30,0.0014578616381179079
2013-01-31,0.005009818224496662
2013-02-01,-0.0036968554627360975
2013-02-04,0.0018609541385786414
2013-02-05,-0.0027332993325995037
2013-02-06,0.00045821247318258453
2013-02-07,0.0014089252950137186
2013-02-08,-0.003107516614682293
2013-02-11,-0.001252120159431358
2013-02-12,0.00217730498494237
2013-02-13,-0.001349435911079648
2013-02-14,0.0003881426475022834
2013-02-15,0.0013836776304944692
2013-02-19,0.0006147382910461755
2013-02-20,-0.006835107923586607
2013-02-21,0.003367894101342595
2013-02-22,0.001511595318314125
2013-02-25,0.0002927236345411924
2013-02-26,0.0015254663775820523
2013-02-27,0.0035569232853589704
2013-02-28,-0.0025500361559689425
2013-03-01,-0.0032538083145998756
2013-03-04,0.005694943896952399
2013-03-05,0.00267735696991194
2013-03-06,0.0024180918744039965
2013-03-07,0.0014088718506364932
2013-03-08,-0.0015313717464000695
2013-03-11,-0.0014685338939457579
2013-03-12,0.0008268946706148285
2013-03-13,0.002330953305812942
2013-03-14,-0.001597675571362269
2013-03-15,-0.009022945708098883
2013-03-18,0.002064865898971349
2013-03-19,0.004507133216005235
2013-03-20,-0.003695348954417774
2013-03-21,0.009528112553175462
2013-03-22,0.0020537864570621483
2013-03-25,0.0025145341009848335
2013-03-26,-0.0026248581578332095
2013-03-27,0.00020865228813480986
2013-03-28,0.011417218356644283
2013-04-01,0.0024736601470859393
2013-04-02,0.0011920094350131377
2013-04-03,2.4776171807867718e-05
2013-04-04,-0.008424842639839798
2013-04-05,-0.002320912489682496
2013-04-08,-0.001273401917249066
2013-04-09,0.0029078107833257548
2013-04-10,-0.005330540135972026
2013-04-11,-0.0011745220652281427
2013-04-12,-0.005172703358388495
2013-04-15,0.005166532914329066
2013-04-16,-0.007379188126532407
2013-04-17,0.0017850587408122288
2013-04-18,0.003068434487867438
2013-04-19,0.0006346320390798612
2013-04-22,0.002447543660069634
2013-04-23,-0.0005139755344908956
2013-04-24,0.00013733825178989824
2013-04-25,0.0006674515131642414
2013-04-26,0.002178523501125618
2013-04-29,0.0032290228735756114
2013-04-30,0.003621864721070585
2013-05-01,0.0019789498344048445
2013-05-02,0.008263606390750782
2013-05-03,0.004722711039417356
2013-05-06,0.004634218957876264
2013-05-07,0.002870641491618893
2013-05-08,0.022792403239527654
2013-05-09,0.0018735404291175708
2013-05-10,-0.00215106240932178
2013-05-13,0.004971334111017751
2013-05-14,0.00046383973492499365
2013-05-15,-0.01088239889535578
2013-05-16,0.0
2013-05-17,0.0
2013-05-20,0.001174967812167969
2013-05-21,-0.0009635570699051211
2013-05-22,-0.010774519163865973
2013-05-23,-0.004169745170902248
2013-05-24,0.007132252245090057
2013-05-28,-0.003847036192195894
2013-05-29,0.004381569595885761
2013-05-30,-0.00283636923396992
2013-05-31,0.0005264024026881934
2013-06-03,0.000350962921577083
2013-06-04,-0.0015826992740112875
2013-06-05,0.0008208617098597351
2013-06-06,0.006232583919535087
2013-06-07,0.0005592451465093822
2013-06-10,-0.007475593885239871
2013-06-11,0.005280179888407957
2013-06-12,-0.001862280747990983
2013-06-13,0.002008060216661947
2013-06-14,0.011578844456937213
2013-06-17,0.003177303059826145
2013-06-18,0.0019467225046245237
2013-06-19,-0.010399149527355565
2013-06-20,0.007116663698982554
2013-06-21,-0.0034365252621657173
2013-06-24,0.007271324667580999
2013-06-25,0.007571832087039431
2013-06-26,0.00601478049621501
2013-06-27,-0.0013050088742247957
2013-06-28,0.008685254835707574
2013-07-01,0.0004129828033687046
2013-07-02,-0.0020151899619641096
2013-07-03,0.007280600971900669
2013-07-05,0.001596897206098252
2013-07-08,0.006296327168728887
2013-07-09,-0.002204515553175437
2013-07-10,0.012154875845072806
2013-07-11,5.6860532327212144e-05
2013-07-12,0.003642285165415376
2013-07-15,0.0009107334281761741
2013-07-16,0.0016283611817164629
2013-07-17,0.0009319639751272574
2013-07-18,-0.028152840184441412
2013-07-19,0.0
2013-07-22,0.0026052660074644195
2013-07-23,0.0030368209623428083
2013-07-24,0.02339997657498355
2013-07-25,-0.004605647177106897
2013-07-26,-0.0004606865647226897
2013-07-29,0.0015511417067092474
2013-07-30,0.0007346292746372887
2013-07-31,0.002643493307399574
2013-08-01,-0.0007322012845284952
2013-08-02,-0.001333355739725901
2013-08-05,-0.0004997769848384358
2013-08-06,-0.001897287518836277
2013-08-07,0.0022723055857127414
2013-08-08,-0.006938005174496768
2013-08-09,-0.006165856808989561
2013-08-12,0.004065462377007303
2013-08-13,-0.0016062406111045564
2013-08-14,-0.010073760532108721
2013-08-15,0.0014377857398417044
2013-08-16,0.0009418305666392662
2013-08-19,0.004083236018055678
2013-08-20,-0.0005659440210163422
2013-08-21,0.0032570363668582777
2013-08-22,0.012295984107544152
2013-08-23,0.003475705667852551
2013-08-26,-0.008489511457446315
2013-08-27,0.006611038666024071
2013-08-28,-0.00048110591972540636
2013-08-29,0.002064949706564594
2013-08-30,0.010637589421413046
2013-09-03,0.010809777610406518
2013-09-04,0.0003273127414816095
2013-09-05,0.006078156518068132
2013-09-06,0.0038597907734745788
2013-09-09,0.0051660884887929515
2013-09-10,-0.008468360245663182
2013-09-11,-0.0006697507037239253
